review,rating,date,bank,source,sentiment_score,sentiment
"dashen bank supper app is the most easy to use and have high speed,quality and I like features like chat,budget,fuel payment, and security for my opinion this product is techonolgy edge,this international standard thanks for product oweners (dashen bank)",3,4/21/2025,Dashen Bank,Google Play,0.9099,Positive
"The Dashen supperapp is a revolutionary advancement in digital banking, combining exceptional usability, an intuitive interface and a seamless user experience. among its standout features are the integration of QR codes, account statement, transaction advise, chat, transaction authentication for limit thresholds, budgeting and different app in a single dashboard. Truly ahead of the curve ..... keep up the excellent work ?§ù??è",5,4/21/2025,Dashen Bank,Google Play,0.765,Positive
"A proudly Ethiopian innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers and sellers. Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants!",5,4/21/2025,Dashen Bank,Google Play,0.945,Positive
"Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants.",5,4/21/2025,Dashen Bank,Google Play,0.7089,Positive
"Dashen Bank Super App is fast, reliable, and super easy to use. All my banking needs are handled smoothly in one place. Clean design and seamless experience ‚?? highly recommended!",5,4/21/2025,Dashen Bank,Google Play,0.9412,Positive
"Db sup app is A platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning, to use QR code(scan, pay, go) chat with staff, acc to acc other bank ft, merchant payment, and easly. I addition to i satisfied and i invite everyone to use those platform!!.",5,4/21/2025,Dashen Bank,Google Play,0.7892,Positive
the chat banking and unique and only app that alow money request!!,5,4/21/2025,Dashen Bank,Google Play,0,Neutral
Better and inclusive app!,5,4/21/2025,Dashen Bank,Google Play,0.4926,Positive
Amazing Application,5,4/21/2025,Dashen Bank,Google Play,0.5859,Positive
It keep my time to pay my bills and I generate my satment easily,5,4/21/2025,Dashen Bank,Google Play,0.25,Positive
"It's an amazing app that is up-to-date with the times, wow wow",5,4/21/2025,Dashen Bank,Google Play,0.9081,Positive
A game-changing Ethiopian innovation‚??where shopping meets opportunity. The marketplace feature connects buyers and sellers like never before.,5,4/21/2025,Dashen Bank,Google Play,0.6486,Positive
"Dashen Super App isn‚??t just an app ‚?? it‚??s an experience. Effortless, powerful, and built for the future",5,4/21/2025,Dashen Bank,Google Play,0.7717,Positive
"This Is An Amazing App with Uniqe Quality,Easy And Fast Mobile Banking App.",5,4/21/2025,Dashen Bank,Google Play,0.5859,Positive
"Dashen SuperApp is a lifesaver! Banking, shopping, and bills in one super easy app. The new e-commerce feature is awesome and supports local merchants. Fast, secure, and proudly Ethiopian.Download it now‚??you won‚??t regret it!",5,4/21/2025,Dashen Bank,Google Play,0.9682,Positive
"Dashen SuperApp blends finance, shopping, and daily services effortlessly. The new e-commerce feature is smooth and supports local merchants‚??proud to back an Ethiopian-made solution!",5,4/21/2025,Dashen Bank,Google Play,0.6239,Positive
"A solid step forward by Dashen Bank. The SuperApp combines essential banking features with lifestyle services, making everything accessible in one place. The interface is smooth, and transactions are quick and reliable. It‚??s clear a lot of thought went into the design and functionality. Great job!",5,4/21/2025,Dashen Bank,Google Play,0.8221,Positive
Dashen bank super app is the crucial and convenient app in Ethiopia. there is no other app to compare with Dashen bank super app,5,4/21/2025,Dashen Bank,Google Play,0.765,Positive
"All-in-one finance & e-commerce super app! Pay, save, shop seamlessly. Fast, secure. #BankAndShop",5,4/21/2025,Dashen Bank,Google Play,0.8553,Positive
it's a hestorical app. in the bank industry.,5,4/21/2025,Dashen Bank,Google Play,0,Neutral
"A game changer in Ethiopian digital banking fast, secure, and packed with services. Everything you need, all in one powerful app. A true leap toward financial convenience and innovation!",4,4/21/2025,Dashen Bank,Google Play,0.8718,Positive
"easy &,simple to use",5,4/21/2025,Dashen Bank,Google Play,0.4404,Positive
"Banking, but make it smart. Local solutions, all in one place. Smooth, fast, and actually saving time. Feels like the future. Love it!",5,4/21/2025,Dashen Bank,Google Play,0.9427,Positive
"All in one, that is it ???",5,4/21/2025,Dashen Bank,Google Play,0.7297,Positive
", Dashen Bank Supper App is multipurpose, convenient, very attractive and Make life easier",5,4/21/2025,Dashen Bank,Google Play,0.7178,Positive
very easy and flexible app.,5,4/21/2025,Dashen Bank,Google Play,0.6549,Positive
"I choose Dashen Bank Super Up since, it is easy to use & it has attractive features !",5,4/21/2025,Dashen Bank,Google Play,0.8748,Positive
dashen super app is simple faster and reliable.,5,4/21/2025,Dashen Bank,Google Play,0.5994,Positive
"Dashen Bank Super App is a game-changer! The user-friendly design, wide range of services, and smooth performance make it incredibly convenient for everyday banking. It‚??s fast, secure, and truly reflects the bank‚??s commitment to digital excellence. Highly recommended!",5,4/21/2025,Dashen Bank,Google Play,0.9557,Positive
"The app keeps getting better with every update! Smooth performance, great UI, and top-notch security. Thank you for making banking so convenient!""",5,4/21/2025,Dashen Bank,Google Play,0.9097,Positive
this app is the most simply to use and secure safe i love it to use for any bank transaction,5,4/21/2025,Dashen Bank,Google Play,0.8591,Positive
"After i download the app recently had a smooth expriance, its user friendly, fast, and everything works as expected. keep up the good work.",5,4/21/2025,Dashen Bank,Google Play,0.7269,Positive
An app with High performance and advanced features!,5,4/21/2025,Dashen Bank,Google Play,0.3164,Positive
"It is a very user friendly, attractive user interface, full of useful features. I really encourage everyone to give it a try.",5,4/21/2025,Dashen Bank,Google Play,0.9207,Positive
"Good actually , but it have to WORK when developer option is on ??è",5,4/21/2025,Dashen Bank,Google Play,0.2382,Positive
"All-in-one convenience, From managing accounts to paying bills and shopping online and the chat banking is game changer, this app does it all seamlessly.",5,4/21/2025,Dashen Bank,Google Play,0,Neutral
I appreciate that Dashen Bank takes lifestyle services into account.,5,4/21/2025,Dashen Bank,Google Play,0.4019,Positive
keep it up!,5,4/21/2025,Dashen Bank,Google Play,0,Neutral
amazing app really i loved it .that's why we say dashen bank is one stap ahead. It's the best mobile application that should be on every phone.,5,4/21/2025,Dashen Bank,Google Play,0.9213,Positive
very comfortable app keep it,5,4/21/2025,Dashen Bank,Google Play,0.5563,Positive
it has clear detail information about the application so it helps customer how to use the app. and it is very easy to use and also app is secure.,5,4/21/2025,Dashen Bank,Google Play,0.8771,Positive
"I have been using the Dashen Supper app mobile banking app , and overall, I appreciate its features.However,I‚??ve noticed that when I turn on the developer options on my device, the app stops functioning properly. It would be great if you could look into this issue, as I often need to access developer settings for other applications . Thank you for your attention to this matter!",5,4/21/2025,Dashen Bank,Google Play,0.8449,Positive
easiness to use with fast response time,5,4/21/2025,Dashen Bank,Google Play,0.3818,Positive
"The new mobile banking application is a major upgrade! It‚??s incredibly user-friendly, with a clean and modern design that makes navigation simple and intuitive. I really appreciate how fast it loads and how smooth the overall experience is. All essential services like balance checks, transfers, and bill payments are eas y to find and use. The added security features give me peace of mind, and the app runs reliably without crashes or glitches. It‚??s clear a lot of thought went into the user experi",5,4/21/2025,Dashen Bank,Google Play,0.9431,Positive
"As an Internal Customer, Dashen Bank SuperApp has greatly simplified my online banking experience. It's easy to use, allowing me to quickly check balances, transfer money and pay Bills. The app's advanced security features are highly secure, ensuring my data is well protected. The Three click, Chat Banking and IPS features have also given me a smarter experience. In deed Dashen Bank is always steping ahead!",5,4/21/2025,Dashen Bank,Google Play,0.9536,Positive
"A truly impressive app ‚?? user-friendly and a game-changer in Ethiopian banking. The Dashen Super App stands out as one of the most innovative and convenient digital banking solutions in Ethiopia‚??s financial history. Smooth navigation, seamless features, and a wide range of services all in one place. Well done!",5,4/21/2025,Dashen Bank,Google Play,0.9467,Positive
dashen bank super up has very fast and convenience and also it has contain more things on one app .I am very interesting to use dashen bank super up,5,4/21/2025,Dashen Bank,Google Play,0.8955,Positive
"The Dashen Bank Super App has truly elevated my mobile banking experience. It's fast, user-friendly, and packed with all the essential features. The interface is clean and intuitive, making navigation easy even for first-time users. I also appreciate the added security features that give me peace of mind while banking on the go. Dashen Bank has done an amazing job with this app‚??it‚??s reliable, efficient, and always improving. Highly recommended for anyone looking for seamless digital banking!",5,4/21/2025,Dashen Bank,Google Play,0.9846,Positive
A fantastic product!! keep the good work.,5,4/21/2025,Dashen Bank,Google Play,0.7955,Positive
"I am very impressed with the Dashen super app. It is user-friendly and operates efficiently. The budget and chatbot features are impressive, and all items can be purchased with just three clicks.",5,4/21/2025,Dashen Bank,Google Play,0.923,Positive
"The Dashen Super App offers a quick and user-friendly experience, bringing together a variety of services, like budgeting, payments, airtime recharges, and more, all in one convenient platform. Its sleek design and intuitive navigation ensure effortless transactions. It's evident that Dashen Bank has carefully crafted the app to make everyday financial activities easier. A great choice for anyone aiming to streamline their digital routines!",5,4/21/2025,Dashen Bank,Google Play,0.9493,Positive
Dashen supper App is the most useful app for our customers,5,4/21/2025,Dashen Bank,Google Play,0.4927,Positive
it is the most amazing mobile app,5,4/21/2025,Dashen Bank,Google Play,0.624,Positive
A Good and fast supper app thanks for dashen bank,5,4/21/2025,Dashen Bank,Google Play,0.7003,Positive
"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say‚??it‚??s truly a game-changer! The app is incredibly fast and reliable; I‚??ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",5,4/21/2025,Dashen Bank,Google Play,0.9798,Positive
Too best,1,4/21/2025,Dashen Bank,Google Play,0.6369,Positive
"Dashen Bank Super Up,use the app and makes your easy,fast,convinent.",5,4/21/2025,Dashen Bank,Google Play,0.5994,Positive
To join digital world use supper app and make your life easy,5,4/21/2025,Dashen Bank,Google Play,0.6249,Positive
best mobile banking application,5,4/21/2025,Dashen Bank,Google Play,0.6369,Positive
This banking superapp is incredibly well designed. The design and appearance of the app and the overall experience I have when using the app is fantastic. The app is packed with features from banking to e-commerce all in one place.It even has a budget setting option which is super useful for managing my money. Everything runs smoothly and I love how convenient it has made my daily life. Huge Kudos to Dashen Bank. You are truly living up to the motto ''Always one step ahead." Keep it up!,5,4/21/2025,Dashen Bank,Google Play,0.9771,Positive
I was really amazed by the idea of an e-commerce service on a banking app. This is what it means to be one step ahead. Please include all kinds of products in there as soon as possible.,5,4/21/2025,Dashen Bank,Google Play,0.6997,Positive
this is what we expect to get service Dashen Bank always like his slogan,5,4/21/2025,Dashen Bank,Google Play,0.3612,Positive
"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform‚??such as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",5,4/21/2025,Dashen Bank,Google Play,0.9647,Positive
Dashen Super App gives me an amazing convenience and makes life easy.,5,4/21/2025,Dashen Bank,Google Play,0.891,Positive
excellent mobile banking app,5,4/21/2025,Dashen Bank,Google Play,0.5719,Positive
Wow! like his name Super App...,5,4/21/2025,Dashen Bank,Google Play,0.8883,Positive
Dashen supper app is the most special. ·?≠·?ù·?æ·?± ·?≠·??·?´·?´·?ç!!!!,5,4/21/2025,Dashen Bank,Google Play,0.6323,Positive
convenient and fast,5,4/21/2025,Dashen Bank,Google Play,0,Neutral
Best- in-class app.,5,4/21/2025,Dashen Bank,Google Play,0.6369,Positive
I really like this amazing application and Dashen Supper app that has made my life easier.,5,4/21/2025,Dashen Bank,Google Play,0.8866,Positive
Superb,5,4/21/2025,Dashen Bank,Google Play,0.6249,Positive
"amazing features, faster and easy to use",5,4/21/2025,Dashen Bank,Google Play,0.7717,Positive
"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",5,4/21/2025,Dashen Bank,Google Play,0.5994,Positive
Best App!,5,4/21/2025,Dashen Bank,Google Play,0.6696,Positive
I love it. one of the best mobile banking app in the banking industry,5,4/21/2025,Dashen Bank,Google Play,0.8555,Positive
I love this app,5,4/21/2025,Dashen Bank,Google Play,0.6369,Positive
no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,1,4/21/2025,Dashen Bank,Google Play,0.1027,Positive
waw no idea the best app.,5,4/19/2025,Dashen Bank,Google Play,0.4588,Positive
fast best app,5,4/19/2025,Dashen Bank,Google Play,0.6369,Positive
Nice App,5,4/18/2025,Dashen Bank,Google Play,0.4215,Positive
nice app ever,5,4/17/2025,Dashen Bank,Google Play,0.4215,Positive
very disappointing app. Closes frequently and unstable in function,2,4/17/2025,Dashen Bank,Google Play,-0.7178,Negative
"Feature-rich? Absolutely. But the speed? Painfully slow. Seriously, is it communicating with a server on Mars or something?",5,4/16/2025,Dashen Bank,Google Play,-0.8014,Negative
nic app,5,4/16/2025,Dashen Bank,Google Play,0,Neutral
"The Dashen Super App delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead Dashen Bank.",5,4/14/2025,Dashen Bank,Google Play,0.7818,Positive
So far so good! their in person customer service is amazing ??è,5,4/14/2025,Dashen Bank,Google Play,0.8467,Positive
The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!??•,1,4/14/2025,Dashen Bank,Google Play,0.636,Positive
·?ù·?≠·?´·?¨ ·?ê·?ç,5,4/13/2025,Dashen Bank,Google Play,0,Neutral
It's bad for the connection and too many days are it that not working,1,4/12/2025,Dashen Bank,Google Play,-0.5423,Negative
it's samart,5,4/10/2025,Dashen Bank,Google Play,0,Neutral
"The app is not working properly, I have been using it.",1,4/10/2025,Dashen Bank,Google Play,0,Neutral
"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",2,4/9/2025,Dashen Bank,Google Play,0.9022,Positive
slow cumbersome,3,4/8/2025,Dashen Bank,Google Play,0,Neutral
Is really ???,2,4/8/2025,Dashen Bank,Google Play,0,Neutral
It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,1,4/7/2025,Dashen Bank,Google Play,0.6522,Positive
"This is the worst mobile banking experience I‚??ve ever had. It doesn‚??t work when you need it, and it randomly updates itself without warning. You can‚??t make transactions whenever you want. It‚??s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. I‚??m lucky I‚??m not one of them, but still, it‚??s infuriating not being able to access your money when you need it.""l",1,4/7/2025,Dashen Bank,Google Play,-0.679,Negative
"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",3,4/7/2025,Dashen Bank,Google Play,0.0276,Neutral
proud by dashen bank,5,4/6/2025,Dashen Bank,Google Play,0.4767,Positive
This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,2,4/4/2025,Dashen Bank,Google Play,0,Neutral
real super up,5,4/4/2025,Dashen Bank,Google Play,0.5994,Positive
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,1,4/4/2025,Dashen Bank,Google Play,-0.5413,Negative
why dashen bank workers hidden my ATM Card ?èß?it's a big problem to me,5,4/4/2025,Dashen Bank,Google Play,-0.4019,Negative
tanku,5,4/4/2025,Dashen Bank,Google Play,0,Neutral
goood,5,4/2/2025,Dashen Bank,Google Play,0,Neutral
why does it ask me for both pin and opt even the opt is touch let alone both,2,4/2/2025,Dashen Bank,Google Play,-0.25,Negative
it is best app easy to use,5,4/1/2025,Dashen Bank,Google Play,0.7964,Positive
It is very easy to use and powerful application.,3,4/1/2025,Dashen Bank,Google Play,0.7178,Positive
this apps have a good feature but but some features like developer mode turn off irritate user,3,4/1/2025,Dashen Bank,Google Play,0.128,Positive
"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",5,3/31/2025,Dashen Bank,Google Play,0.5267,Positive
wallahi very fantastic Bank,5,3/31/2025,Dashen Bank,Google Play,0.5984,Positive
"Waw, It's amazing app. thank you Dashen Bank.",5,3/31/2025,Dashen Bank,Google Play,0.743,Positive
"I‚??ve been using the Dashen Bank Super App for a while now, and it‚??s been a game-changer. The app is super fast and reliable‚??I‚??ve never had an issue with transactions being delayed. One of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. The budgeting tool is also really useful. It helps me keep track of my spending and gives me a clear picture of where",5,3/28/2025,Dashen Bank,Google Play,0.9744,Positive
Very good app that like it too. B/c it is very fast and easy to use.,5,3/26/2025,Dashen Bank,Google Play,0.8341,Positive
best experiences,5,3/26/2025,Dashen Bank,Google Play,0.6369,Positive
too slow to use.,1,3/26/2025,Dashen Bank,Google Play,0,Neutral
the worst app in the market only good ui,1,3/22/2025,Dashen Bank,Google Play,-0.296,Negative
nic,5,3/22/2025,Dashen Bank,Google Play,0,Neutral
·?†·?£·?ù ·??·?ç·?ç ·?´·?? ·?†·ç? ·?†·?≠·?±·?ç·?? ·??·?†·?†·??·??·?ù ·?ù·?π,5,3/22/2025,Dashen Bank,Google Play,0,Neutral
thanks for all digital transaction,5,3/21/2025,Dashen Bank,Google Play,0.4404,Positive
"This app is not supporting smart phones that have old android version and so it is none inclusive. At the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make Transactions. Ohh... tired!!!!!",1,3/20/2025,Dashen Bank,Google Play,-0.8668,Negative
it's Be Come Busy &not working good,1,3/20/2025,Dashen Bank,Google Play,-0.3412,Negative
I wanted to share some concerns about your Supper App. It appears to be experiencing reliability issues and isn‚??t performing as expected. I hope this can be addressed soon to improve the user experience. One star ??? for now.,1,3/19/2025,Dashen Bank,Google Play,0.7906,Positive
"best ever digital banking sector essay for understanding ,smart and convince for using",5,3/19/2025,Dashen Bank,Google Play,0.836,Positive
good and latest,5,3/18/2025,Dashen Bank,Google Play,0.4404,Positive
The best App of all,5,3/17/2025,Dashen Bank,Google Play,0.6369,Positive
Worst app ever,1,3/15/2025,Dashen Bank,Google Play,-0.6249,Negative
"This app is the most unreliable mobile banking application I have ever used for transaction, it is very late, non-responsive and full of bugs. Its is very disappointing. It is just inconvinient, and not user friendly and compatabke at all !!!!!!",1,3/14/2025,Dashen Bank,Google Play,-0.8068,Negative
Naiycapp,5,3/14/2025,Dashen Bank,Google Play,0,Neutral
The app is good but it has no USSD option,4,3/13/2025,Dashen Bank,Google Play,-0.2144,Negative
Hey great,5,3/12/2025,Dashen Bank,Google Play,0.6249,Positive
I have used many mobile banking and also tellebir and mpesa nothing come close to this app. Well done Dashen indeed one step a head. A lot of cool features that amole hasn't the receipt and the account statement is superb for me. I hope you add more integrated small apps to.,5,3/12/2025,Dashen Bank,Google Play,0.886,Positive
The app is good but it ask update every week so tiring,2,3/11/2025,Dashen Bank,Google Play,0.2382,Positive
It good and easy to use,5,3/11/2025,Dashen Bank,Google Play,0.7003,Positive
·?†·?£·?ù ·?†·?™·çç ·??·?∞·?ç·?†·?™·?´ ·?ê·?ç ·ç¢ ·?†·??·?†·?ç·??·??·?Å ·ç¢,5,3/10/2025,Dashen Bank,Google Play,0,Neutral
"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",5,3/10/2025,Dashen Bank,Google Play,0.8648,Positive
Wow Excellent app,5,3/8/2025,Dashen Bank,Google Play,0.8176,Positive
Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,4,3/8/2025,Dashen Bank,Google Play,0.2263,Positive
Add the option to send money to any telebirr account like amole does.,3,3/8/2025,Dashen Bank,Google Play,0.3612,Positive
It's best,5,3/8/2025,Dashen Bank,Google Play,0.6369,Positive
no one dashen yichlal,5,3/7/2025,Dashen Bank,Google Play,-0.296,Negative
In short ! I'm so proud of this app developers for their highest professional of developing. Thanks,5,3/6/2025,Dashen Bank,Google Play,0.8011,Positive
The speed is too slow. Need some improvements.,2,3/6/2025,Dashen Bank,Google Play,0.3182,Positive
Fantastic app,5,3/1/2025,Dashen Bank,Google Play,0.5574,Positive
I wish dark mode feature is add as an option but it's good app,5,2/27/2025,Dashen Bank,Google Play,0.6908,Positive
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2/26/2025,Dashen Bank,Google Play,0.969,Positive
"The Dashen Super App is a game-changer in digital banking, offering a seamless and convenient experience. With its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. Features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. Plus, its security measures ensure safe and reliable Experiance effortless banking",5,2/26/2025,Dashen Bank,Google Play,0.9393,Positive
·?®·?∞·?ê·?®·?®·?†,2,2/26/2025,Dashen Bank,Google Play,0,Neutral
"It has good feature. But, it is Very Slow! difficult to pay or receive. The Speed should be improved, else I didn't recommend.",2,2/24/2025,Dashen Bank,Google Play,-0.2788,Negative
·?†·ç?·?ç·?¨·?Ω·?? ·?†·?™·çç ·??·?? ·?≥·?? ·?¥·??·?•·?≠ ·??·?∞·?´·?µ ·?•·?ª ·??·?ù·?? ·??·?ê ·?•·??·?∞ ·?µ·?Æ·?ç ·??·?∞·?ç·?ù ·??·??·?≠ ·?¢·?ª·?ç,4,2/22/2025,Dashen Bank,Google Play,0,Neutral
No good,1,2/22/2025,Dashen Bank,Google Play,-0.3412,Negative
Wow amazing app,5,2/21/2025,Dashen Bank,Google Play,0.8225,Positive
best platform... Please avoid otp,5,2/21/2025,Dashen Bank,Google Play,0.6486,Positive
Super smart app.,5,2/18/2025,Dashen Bank,Google Play,0.765,Positive
best ??ç??ç,5,2/16/2025,Dashen Bank,Google Play,0.6369,Positive
I don't know what happens but the application is not send verification pass code you should fix that,1,2/16/2025,Dashen Bank,Google Play,0,Neutral
This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,1,2/14/2025,Dashen Bank,Google Play,0.3612,Positive
"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",5,2/14/2025,Dashen Bank,Google Play,0.9053,Positive
Amazing and user friendly supper app and looking forward the additional features,5,2/14/2025,Dashen Bank,Google Play,0.7906,Positive
it's amazing app i have seen ever,5,2/13/2025,Dashen Bank,Google Play,0.5859,Positive
One star deducted for not to able to transfer to telebirr.,4,2/13/2025,Dashen Bank,Google Play,0,Neutral
·?•·?© ·?ê·?ç ·?ç·?? ·?†·?∞·??·?• ·??·?∏·?ª·?ç ·?≠·??·?£·?ç,4,2/13/2025,Dashen Bank,Google Play,0,Neutral
·çç·?•·?ê·?± ·?†·?£·?ù ·?†·?™·çç ·?ê·?ç! ·?•·?? ·??·??·?ç ·?´·?? ·?ê·?ç ! ·?ê·??·?≠ ·?ç·?? ·?∞·?®·??·?™ ·??·?∞ ·?¥·??·?•·?≠ ·?§·??·??·?µ ·??·??·?™·?´ ·?†·ç? ·?¢·?´·?∞·?µ·?†·?µ ·?•·?© ·?ê·?ç::,4,2/12/2025,Dashen Bank,Google Play,0,Neutral
Keep up the good work and pleas add water and electric utility payment,5,2/12/2025,Dashen Bank,Google Play,0.4404,Positive
The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,2,2/11/2025,Dashen Bank,Google Play,-0.3182,Negative
"Simple, Fast and Easy ‚≠ê‚≠ê‚≠ê???",4,2/10/2025,Dashen Bank,Google Play,0.6808,Positive
"·?®·??·??·?≠·?ù aplication ·?ê·?ç, ·?ê·??·?≠ ·?ç·?? ·?•·?≠ ·?µ·?´·??·?µ·ç?·?≠ ·?≤·?∞·?®·?ç ·?´·?? ·ç?·?? ·??·??·?? risk ·?†·??·?ç ·?Å·?? ·??·?? ·?® ·?µ·?´·??·?µ·ç?·?≠ ·??·?∞·?ù·?∞·??·?´ ·ç?·?? ·??·??·?? ·?†·??·?†·?µ!!!!!!!!!!!!:: ·?†·?± ·?¢·?µ·?∞·?´·?®·?ç 5 star ·?†·?µ·?®·??·?ç ·?ç·?? 4 ·?∞·?•·?ª·??·?ç::",4,2/9/2025,Dashen Bank,Google Play,-0.5053,Negative
Baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra Godina jimmaa magaalaa Aggaaroo irraa Muaz Abamecha Abamilki,5,2/7/2025,Dashen Bank,Google Play,0,Neutral
"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",5,2/7/2025,Dashen Bank,Google Play,0.9558,Positive
"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",5,2/6/2025,Dashen Bank,Google Play,0.9079,Positive
Gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,5,2/6/2025,Dashen Bank,Google Play,0,Neutral
"Good app, bad security",3,2/6/2025,Dashen Bank,Google Play,0.2023,Positive
On Transaction page only show sent Transaction. Try to include received transaction.,4,2/6/2025,Dashen Bank,Google Play,0,Neutral
Wonderful Application ??ç,5,2/5/2025,Dashen Bank,Google Play,0.7717,Positive
I loved it,5,2/5/2025,Dashen Bank,Google Play,0.5994,Positive
·?†·?Å·?? ·??·?? ·?†·??·?µ ·?•·?≠·?ù·?? ·??·?∞·??·?Ω·?ç,5,2/4/2025,Dashen Bank,Google Play,0,Neutral
I am so thankful for having this best app Dashen one step ahead,5,2/4/2025,Dashen Bank,Google Play,0.8943,Positive
Not good this app,1,2/4/2025,Dashen Bank,Google Play,-0.3412,Negative
Excellent app ever but it needs improvement on speed and transaction lists,1,2/3/2025,Dashen Bank,Google Play,0.7469,Positive
"It does not work functional ,",1,2/2/2025,Dashen Bank,Google Play,0,Neutral
all of dashen bank customers use the application it is good to use,5,2/1/2025,Dashen Bank,Google Play,0.4404,Positive
Gret experience,5,2/1/2025,Dashen Bank,Google Play,0,Neutral
All good we need more,3,1/31/2025,Dashen Bank,Google Play,0.4404,Positive
"Dashen super app is easy to use, fast and robust",5,1/31/2025,Dashen Bank,Google Play,0.8481,Positive
it was amazing app.....thank you dashen bank....,5,1/30/2025,Dashen Bank,Google Play,0.5859,Positive
Dashen bank super app for easy life.,5,1/30/2025,Dashen Bank,Google Play,0.7783,Positive
Excellent UI/UX and beyond Banking services??ç??ç,5,1/30/2025,Dashen Bank,Google Play,0.5719,Positive
Send to oher bank ·?®·??·??·?? ·??·?µ·?• ·??·?•·?∞·?? ·??·?∞ addisinternational bank ·??·??·??·?≠ ·?†·?≠·?∞·?´·?ù ·?Å·??·?∞·?? ·?∞·?ç·?? ·??·?∞ cbe birr ·??·??·??·?≠ account number ·?≠·?†·?≠·??·?ç ·??·?£·?≠·?ç ·?ê·?†·?≠ ·?ê·?? ·??·?†·?®·?? ·?´·??·?†·?µ ·?≠·??·?µ·??·??·?ç,2,1/29/2025,Dashen Bank,Google Play,0.0772,Positive
Just Wow,5,1/29/2025,Dashen Bank,Google Play,0.5859,Positive
mobile banking to the next level,5,1/28/2025,Dashen Bank,Google Play,0,Neutral
The first 3 star review is me,3,1/25/2025,Dashen Bank,Google Play,0,Neutral
Is not working,1,1/25/2025,Dashen Bank,Google Play,0,Neutral
"Fast, reliable and user friendly. Amazing chatting features. Keep it up! Always one step ahead!",5,1/24/2025,Dashen Bank,Google Play,0.8217,Positive
V good ‚ù?Ô∏è,5,1/24/2025,Dashen Bank,Google Play,0.4404,Positive
"This app is literally the best thing ever The chat banking is so easy just text and it‚??s done Super smooth, fast, and honestly a life saverIf you haven‚??t downloaded it yet you‚??re missing out big time",5,1/23/2025,Dashen Bank,Google Play,0.9279,Positive
I only see white page,2,1/23/2025,Dashen Bank,Google Play,0,Neutral
